Country,Year,id,GDP per capita (constant 2015 US$),"Foreign direct investment, net inflows (% of GDP)","Foreign direct investment, net outflows (% of GDP)",GDP per capita (current US$),Trade (% of GDP),Political Stability and Absence of Violence/Terrorism: Estimate,"Government expenditure on education, total (% of GDP)",Individuals using the Internet (% of population),"Population, total",Taxes on international trade (% of revenue),Taxes on international trade (current LCU),Real interest rate (%),"Foreign direct investment, net inflows (BoP, current US$)",fdi_bop_per_capita
Dominica,2019,6,7936.304818,10.30841713,0.008852448294,8561.587011,,1.029823542,5.534490108,73.38194848,71428,,,2.925515094,,0
Dominican Republic ,1990,7,2802.821479,1.877383252,,992.2389642,69.19841368,,,0,7129004,40.05115299,2928300000,,,0
Dominican Republic ,1991,7,2771.209532,1.475904584,,1349.813234,83.09106896,,,0,7278402,42.99891158,4701200000,-33.35679961,,0
Dominican Republic ,1992,7,3020.35945,1.548419451,,1562.522047,80.46480154,,,0,7427340,44.16926899,8161200000,21.57059656,,0
Dominican Republic ,1993,7,3179.131459,1.457834889,0.01070251099,1726.625479,78.00289677,,0.7739499807,0,7576074,43.29004535,9117100000,23.72389426,,0
Dominican Republic ,1994,7,3199.35919,1.420988537,0.008876910614,1896.020163,77.15790827,,0.8933699727,0,7723934,38.10508895,8565300000,16.83749661,,0
Dominican Republic ,1995,7,3318.60509,2.50880986,0.01863275171,2114.0906,73.89795938,,1.033300042,0.017233601,7869753,36.38201131,9521900000,19.1788932,4.17E+08,5.30E+01
Dominican Republic ,1996,7,3454.408698,0.7356801713,0.206670212,2276.69841,72.64249087,-0.07566029578,1.22724998,0.074987053,8012314,36.55172166,10183200000,19.35418227,1.34E+08,1.67E+01
Dominican Republic ,1997,7,3697.763655,2.041718596,-0.05944813138,2456.105936,74.23323717,,,0.142687565,8150076,35.93011384,13126600000,10.55750858,4.09E+08,5.02E+01
Dominican Republic ,1998,7,3883.133466,3.086440325,-0.1425788699,2616.745452,75.91130271,-0.4163169861,,0.233914189,8282126,36.80515194,15008000000,17.96897087,6.69E+08,8.08E+01
Dominican Republic ,1999,7,4050.581525,6.075464397,0.03207360935,2631.743565,76.30275328,,,1.104743874,8411374,39.1738957,17968400000,20.42761914,1.34E+09,1.59E+02
Dominican Republic ,2000,7,4175.171024,4.068990892,0.1485243389,2845.846553,79.3003931,0.01294737775,1.888290048,3.704692356,8540791,42.42553821,23216400000,18.27424,9.89E+08,1.16E+02
Dominican Republic ,2001,7,4214.573761,4.249306664,0.03437255138,2953.247844,70.51056781,,1.967829943,4.429390697,8669040,30.78600894,19553408437,17.18452238,1.09E+09,1.26E+02
Dominican Republic ,2002,7,4340.899936,3.412259864,0.03390150189,3085.517811,68.7232829,0.1185589954,1.914010048,6.823725733,8795101,31.63431101,22194066394,17.89582066,9.26E+08,1.05E+02
Dominican Republic ,2003,7,4222.590337,2.880554899,0.01653960771,2399.498091,84.44950319,-0.4198944569,1.84465003,7.898392937,8919852,20.86542648,17573023072,-1.550914208,6.17E+08,6.92E+01
Dominican Republic ,2004,7,4272.075232,4.186290579,0.1139663046,2468.43679,81.35142294,-0.3443104923,,8.865553461,9043127,28.00206759,37226162552,-8.635252014,9.34E+08,1.03E+02
Dominican Republic ,2005,7,4612.808749,3.125981701,-0.01201870647,3903.815207,61.65355874,-0.2587606907,,11.48319778,9164768,22.95499898,37800129002,17.32624119,1.12E+09,1.22E+02
Dominican Republic ,2006,7,4971.238166,4.035656962,1.172391743,4080.045739,63.76648264,-0.1098030657,,14.84492837,9284168,13.65936049,26839246288,12.03451371,1.53E+09,1.65E+02
Dominican Republic ,2007,7,5272.864112,5.124249983,1.331727269,4676.079051,61.94723068,-0.07857245952,2.046789885,17.66,9402206,9.454657615,23303760529,7.609744711,2.25E+09,2.39E+02
Dominican Republic ,2008,7,5373.096253,5.669685165,-0.2942484311,5053.330285,61.39205309,-0.03800771013,,20.82,9522948,9.522848766,24829855662,8.654014357,2.73E+09,2.87E+02
Dominican Republic ,2009,7,5353.598222,3.512768546,-0.9740768557,5002.15317,50.61228261,-0.002735103015,,27.72,9648061,8.833070234,21942405231,14.14294579,1.70E+09,1.76E+02
Dominican Republic ,2010,7,5724.307291,3.379490664,-0.3778301012,5509.568034,55.99993607,-0.04495403543,,31.4,9775755,8.175779254,23408352368,6.347720679,1.82E+09,1.86E+02
Dominican Republic ,2011,7,5827.383253,3.78684917,-0.1364816629,5859.381524,58.9896659,-0.0004818502057,,38,9903737,7.22900667,23003270630,6.930587162,2.20E+09,2.22E+02
Dominican Republic ,2012,7,5909.863376,5.629224711,0.450713709,6049.471587,58.38867388,0.252366811,,42.32,10030882,6.627835829,23444139443,9.880588134,3.42E+09,3.41E+02
Dominican Republic ,2013,7,6120.991164,2.552400901,-0.6231438166,6171.295127,56.68175612,0.2074286938,3.628181458,45.9,10157051,5.970109395,23795495561,8.499705584,-1.90E+08,-1.87E+01
Dominican Republic ,2014,7,6472.849086,3.550612643,0.2631737372,6533.670911,55.49642325,0.1459344923,3.622434378,49.58,10282115,5.99430641,26562847396,9.184329642,-1.60E+08,-1.56E+01
Dominican Republic ,2015,7,6838.936746,3.129776463,0.03147622357,6838.936746,52.17107772,0.2275709212,3.604002714,54.21576634,10405832,5.506766708,31187891281,12.10554541,-2.70E+08,-2.59E+01
Dominican Republic ,2016,7,7209.990202,3.323574008,0.1445089609,7191.069703,51.58597126,0.241259411,3.850495577,63.87086474,10527592,6.28658358,33551085492,12.8346074,-3.00E+08,-2.85E+01
Dominican Republic ,2017,7,7461.653269,4.497484834,0.03400083034,7513.497982,50.22508542,0.1520731896,3.920267582,67.57124533,10647244,6.122909151,35422277905,9.338161416,-9.80E+07,-9.20E+00
Dominican Republic ,2018,7,7894.955192,3.207863345,0.2445199533,7947.159331,52.05596639,0.01219994482,3.918210745,74.82204836,10765531,6.094589876,39323368722,8.079225853,-1.20E+08,-1.11E+01
Dominican Republic ,2019,7,8205.142592,3.180971823,-0.2156476727,8173.344699,51.01114492,-0.003159933491,4.042768955,79.71545398,10881882,5.662183101,39991059242,9.715764841,7784676,0.7153795639
Ecuador ,1990,8,4180.338333,0.8268111163,,1458.326346,44.59491229,,,0,10449837,,,,,0
Ecuador ,1991,8,4263.268622,0.9418116246,,1589.752174,45.19663998,,,0,10686279,,,,,0
Ecuador ,1992,8,4262.486662,0.9837385737,,1657.85872,44.80654365,,,0.005118035,10914222,,,,,0
Ecuador ,1993,8,4261.244003,2.501330956,,1701.159459,43.17121842,,,0.016400751,11132829,,,,,0
Ecuador ,1994,8,4358.593486,2.537928973,,2001.178159,43.7777475,,,0.034833586,11347652,,,,,0
Ecuador ,1995,8,4374.268716,1.85193034,,2113.263652,45.91127073,,1.997640014,0.043833641,11561683,,,,4.52E+08,3.91E+01
Ecuador ,1996,8,4369.321022,1.980782572,,2142.328641,44.21570268,-0.7700332403,,0.086161276,11775221,,,,5.00E+08,4.25E+01
Ecuador ,1997,8,4477.570934,2.570657755,,2349.218685,45.01718632,,,0.110217959,11987838,,,,7.24E+08,6.04E+01
Ecuador ,1998,8,4543.536482,3.109081567,,2293.655828,43.39510795,-0.1623883247,2.195369959,0.125272771,12199693,,,,8.70E+08,7.13E+01
Ecuador ,1999,8,4254.15121,3.300590488,,1582.758607,49.2012508,,1.547340035,0.823371634,12412046,,,,6.48E+08,5.22E+01
Ecuador ,2000,8,4227.552516,-0.1278899422,,1451.530885,59.4646993,-0.5722849369,1.150930047,1.462188536,12626507,,,,-2.30E+07,-1.82E+00
Ecuador ,2001,8,4322.341882,2.20108486,,1904.81367,50.74505716,,,2.670443674,12845521,,,,5.39E+08,4.20E+01
Ecuador ,2002,8,4421.934417,2.743572519,,2184.209244,49.37654964,-0.7597209215,,4.260796915,13070609,,,,7.83E+08,5.99E+01
Ecuador ,2003,8,4463.597184,2.6871311,,2438.343684,47.24163069,-0.9610565901,,4.460228345,13301184,,,,8.72E+08,6.56E+01
Ecuador ,2004,8,4746.807173,2.28724133,,2703.565671,50.66524037,-0.8429103494,,4.834442638,13534593,,,,8.37E+08,6.18E+01
Ecuador ,2005,8,4912.527491,1.188746055,,3014.310009,56.0998297,-0.793961823,,5.994255161,13770012,,,,4.93E+08,3.58E+01
Ecuador ,2006,8,5041.3338,0.5799508511,,3340.840903,59.70978319,-0.8538253307,,7.2,14009061,,,,2.71E+08,1.93E+01
Ecuador ,2007,8,5063.984478,0.3800842505,,3579.032244,62.58713843,-0.8159872293,,10.8,14251835,,,,1.94E+08,1.36E+01
Ecuador ,2008,8,5294.899313,1.712044864,,4260.433184,68.05694738,-0.7286823988,,18.8,14496797,,,,1.06E+09,7.31E+01
Ecuador ,2009,8,5236.053684,0.4936523355,,4240.702593,52.10484902,-0.6736757755,4.342420101,24.6,14742766,,,,3.09E+08,2.10E+01
Ecuador ,2010,8,5331.383774,0.2385054202,,4640.246344,60.30323871,-0.5866744518,4.507430077,29.03,14989585,,,,1.66E+08,1.11E+01
Ecuador ,2011,8,5657.213016,0.8149742006,,5202.656459,64.49023889,-0.6865575314,4.726890087,31.36680836,15237728,,,,6.46E+08,4.24E+01
Ecuador ,2012,8,5881.381167,0.645345742,,5678.455721,61.75111241,-0.5703064799,4.643070221,35.13514645,15483883,,,,5.67E+08,3.66E+01
Ecuador ,2013,8,6078.439563,0.7643054899,,6050.354611,59.60615606,-0.1786567122,5.004640102,40.27912194,15722989,8.79548121,2596209336,,6.291277,0.0000004001323794
Ecuador ,2014,8,6215.838092,0.7592822217,,6374.631486,57.70816899,-0.01853320934,5.260990143,45.59039067,15957994,9.031318998,2680071756,,6.232937,0.0000003905839919
Ecuador ,2015,8,6130.586676,1.332154559,,6130.586676,45.24387715,-0.1473449767,4.998700142,48.94043379,16195902,10.85759951,3255667161,,5.236395,0.0000003233160462
Ecuador ,2016,8,5965.643273,0.7646852977,,6079.088736,38.52134034,-0.09171043336,4.362748146,54.06292473,16439585,9.172462708,2642673102,,4.452962,0.0000002708682731
Ecuador ,2017,8,6012.803317,0.6036600112,,6246.404252,42.42172139,-0.07893259078,4.614257813,55.8,16696944,8.918619518,2607501133,,4.833275,0.0000002894706361
Ecuador ,2018,8,5976.245345,1.291783027,,6321.349401,46.36213095,-0.09481079131,4.621455193,57.5,17015672,7.824305851,2624332615,,4.829439,0.0000002838229956
Ecuador ,2019,8,5863.910566,0.9057289144,,6233.258167,46.07682119,-0.2382494062,4.225659847,59.2,17343740,7.518938531,2399554844,,4.22094,0.0000002433696538
Equitorial Guniea,1990,9,373.179618,9.876772021,,240.832676,,,,0,465549,,,,,0
Equitorial Guniea,1991,9,355.9148815,37.26105738,,229.5516195,,,,0,483142,,,,,0
Equitorial Guniea,1992,9,462.1760866,4.467705423,,268.6974828,,,,0,501334,,,,,0
Equitorial Guniea,1993,9,494.5237293,16.39251661,,261.5119028,,,,0,520236,,,,,0
Equitorial Guniea,1994,9,555.8467554,16.85947708,,186.6824,,,,0,539992,,,,,0
Equitorial Guniea,1995,9,628.8802503,89.47561756,,252.9752842,,,,0,560740,,,,1.27E+08,2.26E+02
Equitorial Guniea,1996,9,1008.32838,161.82376,,399.0281438,,-0.1313522607,,,582573,,,,3.76E+08,6.45E+02
Equitorial Guniea,1997,9,2424.828517,12.08386883,,730.4487849,,,,0.041462292,605570,,,,53451528,88.26647291
Equitorial Guniea,1998,9,2886.153063,74.12389603,,588.6416081,,-0.08059782535,2.187979937,0.094423774,629734,,,,2.75E+08,4.37E+02
Equitorial Guniea,1999,9,3486.79895,24.84168907,,948.2295985,,,,0.097415945,655029,,,,1.54E+08,2.35E+02
Equitorial Guniea,2000,9,3941.663536,14.77053652,,1527.056378,,-0.03503894433,,0.132354665,684977,,,,1.54E+08,2.25E+02
Equitorial Guniea,2001,9,6132.847317,64.38410045,,2031.419386,,,,0.165260423,719270,,,,9.41E+08,1.31E+03
Equitorial Guniea,2002,9,6987.942671,17.89914523,,2395.845119,,-0.5143963695,,0.321197997,754115,,,,3.23E+08,4.28E+02
Equitorial Guniea,2003,9,7604.480723,27.76057529,,3146.518575,,0.1146307439,,0.520524272,789681,,,,6.90E+08,8.74E+02
Equitorial Guniea,2004,9,10028.35438,7.729147203,,5337.614389,,-0.05947802588,,0.843930285,826355,,,,3.41E+08,4.13E+02
Equitorial Guniea,2005,9,11188.44858,9.360005331,,9502.858816,131.0244718,-0.3860988021,,1.149789671,864726,,,,7.69E+08,8.89E+02
Equitorial Guniea,2006,9,11508.92596,4.654782916,,11140.19017,118.5327824,0.1687904,,1.279193596,905418,0.4855661135,10215000000,,4.70E+08,5.19E+02
Equitorial Guniea,2007,9,12660.90551,9.507021305,,13776.90333,134.0837899,0.2566547394,,1.557123059,948814,0.5533834144,12775000000,,1.24E+09,1.31E+03
Equitorial Guniea,2008,9,14222.54889,-4.019628417,,19849.71777,128.6880066,0.2075443715,,1.82,994971,0.2387453646,7286000000,,-7.90E+08,-7.94E+02
Equitorial Guniea,2009,9,13740.84002,10.88795533,,14398.77049,122.2120771,0.3733024001,,2.13,1043686,0.4248993915,10062000000,,1.64E+09,1.57E+03
Equitorial Guniea,2010,9,11933.31108,16.75815673,,14905.51458,144.668225,0.2361282259,,6,1094524,0.5692882892,12245000000,,2.73E+09,2.49E+03
Equitorial Guniea,2011,9,12155.81878,9.24740469,,18659.41602,114.3773466,0.1503438056,,11.5,1144588,0.4871549766,13879179375,,1.98E+09,1.73E+03
Equitorial Guniea,2012,9,12625.29597,4.400756059,,18756.42503,116.6754225,0.2327034473,,13.94318219,1193636,0.4641936497,14829638349,,9.85E+08,8.25E+02
Equitorial Guniea,2013,9,11614.00295,2.655943793,,17644.5943,106.8932849,0.1203551814,,16.4,1243941,1.242906446,33699259980,,1.841539,0.000001480407029
Equitorial Guniea,2014,9,11200.81072,0.7712919274,,16804.92493,104.3791987,-0.3741465509,,18.86,1295183,1.382973205,35976730056,,6.938647,0.000005357271521
Equitorial Guniea,2015,9,9788.983804,1.769558439,,9788.983804,98.87805917,-0.2077991962,,21.3199999,1346973,0.857850395,17630848266,,0.289977,0.0000002152804845
Equitorial Guniea,2016,9,8594.450219,0.4803819159,,8035.307666,92.60073072,-0.1467429698,,23.7799999,1398927,1.849320109,20709821203,,8.868154,0.0000063392543
Equitorial Guniea,2017,9,7818.05359,2.49839686,,8410.39798,102.4282583,-0.1720203161,,26.239999,1450694,1.652479341,20366425071,,8.80157,0.000006067144415
Equitorial Guniea,2018,9,7079.650526,3.024184266,,8719.18687,103.6456816,-0.09024237096,,,1502091,1.344495367,19363430146,,8.175989,0.000005443071691
Equitorial Guniea,2019,9,6472.070883,3.979952455,,7317.390024,94.87879243,-0.1479360908,,49.13366302,1553031,1.608945493,19931475683,,9.204098,0.000005926538492
Gabon,1990,10,8360.263031,1.234110823,0.4837714428,6055.060247,76.89744539,,,0,983028,,,,,0
Gabon,1991,10,8634.419934,-1.010365431,0.2755542086,5349.452012,80.53493855,,,0,1009995,,,,,0
Gabon,1992,10,8146.195543,2.269871511,0.4593787582,5390.536787,79.86884209,,2.805520058,0,1037446,,,,,0
Gabon,1993,10,8245.591508,-2.597049741,0.05645760306,4109.898799,83.34303654,,,0,1065390,,,,,0
Gabon,1994,10,8331.049832,-2.376692857,0.1633171783,3832.093262,99.9266868,,,0,1093611,,,,,0
Gabon,1995,10,8524.419156,-3.942388495,3.106819652,4419.790339,95.13469619,,,0,1121964,,,,-2.00E+08,-1.78E+02
Gabon,1996,10,8613.580568,-5.007209555,3.622596812,4948.752872,95.67090085,0.1256830245,,0,1150601,,,,-2.90E+08,-2.52E+02
Gabon,1997,10,8882.402879,-2.15348493,4.083914957,4514.994088,98.53626451,,,0.047999009,1179806,,,,-1.10E+08,-9.32E+01
Gabon,1998,10,8963.204979,2.957693764,0.4277504729,3705.818089,95.97478261,0.3250209391,3.419660091,0.17012488,1209832,,,,1.33E+08,1.10E+02
Gabon,1999,10,7959.064796,1.918355874,6.861546143,3758.161936,97.73145246,,3.081229925,0.249009564,1240764,,,,89452782,72.09492055
Gabon,2000,10,7611.835714,5.473125244,6.810740432,3991.157151,101.7019289,0.6402106285,3.827090025,1.216140618,1272935,,,,2.78E+08,2.18E+02
Gabon,2001,10,7574.114915,-2.002988947,-0.154661,3844.561349,83.63861324,,,1.347620222,1306590,,,,-1.00E+08,-7.65E+01
Gabon,2002,10,7357.566714,0.02175464245,-1.140142256,3976.646796,84.75908154,0.4102486968,,1.939530106,1341696,,,,1160708,0.8651050611
Gabon,2003,10,7322.606141,1.53052262,-1.216338239,4724.254798,80.30260821,0.2990385592,,2.659586594,1378398,,,,99666154,72.30578831
Gabon,2004,10,7171.683533,4.040694242,-0.3900714806,5483.144575,81.76753714,0.4081709087,,2.9790698,1417110,,,,3.14E+08,2.22E+02
Gabon,2005,10,7155.365485,3.403623396,1.66167015,6570.963265,83.94959984,0.3256257474,,4.89326475,1458353,,,,3.26E+08,2.24E+02
Gabon,2006,10,6750.050849,2.593100468,0.01336159152,6873.453983,88.64940926,0.2200062275,,5.489200803,1502534,,,,2.68E+08,1.78E+02
Gabon,2007,10,6937.485134,5.257222355,0.4725382317,8036.919956,85.13247916,0.302844584,,5.767004576,1549774,,,,6.55E+08,4.23E+02
Gabon,2008,10,6497.481239,4.45376517,-0.8226525526,9732.226533,88.99887259,0.2618747056,,7.5,1599978,,,,6.94E+08,4.34E+02
Gabon,2009,10,6295.199055,5.247570979,2.010114602,7325.909513,83.50457742,0.1404387653,,9.5,1653542,,,,6.36E+08,3.85E+02
Gabon,2010,10,6514.731163,3.645404176,2.62401108,8399.597348,89.15766272,0.2992792428,3.078089952,13,1711105,,,,5.24E+08,3.06E+02
Gabon,2011,10,6735.082879,6.169785458,0.1395349841,10273.79844,90.49837733,0.384890914,2.987459898,18,1772500,,,,1.12E+09,6.32E+02
Gabon,2012,10,6840.948612,3.944723712,5.304091333,9348.514876,92.34280894,0.2932914197,3.013400078,24,1836705,15.58727081,407097000000,,6.77E+08,3.69E+02
Gabon,2013,10,6977.770269,1.841538657,1.342884706,9250.081115,90.63503615,0.3301027417,3.029710054,30.53803344,1902226,15.45389259,400997000000,,2.386478,0.000001254571223
Gabon,2014,10,7039.682149,6.938647243,2.637552589,9255.368035,73.52032902,0.1495428085,2.666670084,38.07120929,1966855,15.60148069,359908000000,,3.484455,0.000001771587128
Gabon,2015,10,7090.454634,0.2899769856,0.1144014928,7090.454634,73.94978146,0.01524729189,2.824359894,45.78453653,2028517,20.78421197,354804000000,,1.802698,0.0000008886777878
Gabon,2016,10,7038.577278,8.868153816,0.3230202108,6722.198223,70.13338106,-0.1101059839,2.667730808,48.05227375,2086206,19.18159346,277249000000,,3.007462,0.000001441593975
Gabon,2017,10,6893.384327,8.801570255,-0.5606957378,6975.695192,75.06874045,-0.1058913991,3.555707932,50.32012015,2140215,16.08775296,246215764408,,3.500169,0.000001635428684
Gabon,2018,10,6786.89035,8.175989383,-0.3730782923,7694.906051,77.0365977,-0.2574140429,3.071542978,59.6,2192012,16.19890554,254693582658,,3.125142,0.000001425695662
Gabon,2019,10,6893.323105,9.204098352,-0.2001795629,7523.862281,73.42808945,-0.0751413852,2.874309778,68.68550299,2242785,14.88061854,285527000000,,3.076109,0.000001371557684
Grenada,1990,11,5149.573002,4.629317275,,2807.745444,,,,0,99047,,,12.30758511,,0
Grenada,1991,11,5183.711884,5.078528158,,3014.874886,,,,0,99758,,,5.279920897,,0
Grenada,1992,11,5074.379429,7.280580708,,3069.679775,,,,0,101040,,,7.702599485,,0
Grenada,1993,11,4919.813947,6.535620326,,3032.231462,,,,0,102173,,,9.765036458,,0
Grenada,1994,11,4954.593066,5.939836767,,3151.102165,,,,0,103174,,,7.594953394,,0
Grenada,1995,11,5017.016591,5.838510312,,3288.223318,,,,0,104060,,,7.784522041,19977778,191.9832597
Grenada,1996,11,5200.403178,4.623176306,,3499.527349,,0.9146634936,,0.298032982,104846,,,7.128352362,16962963,161.7893196
Grenada,1997,11,5424.855074,8.541765313,,3715.72059,,,,0.990883868,105549,,,9.285551858,33500000,317.3881325
Grenada,1998,11,6025.303006,10.91832091,,4198.715561,,0.9544434547,,1.484854484,106200,,,9.823877838,48685185,458.4292373
Grenada,1999,11,6403.386125,8.620548563,,4512.224618,,,,2.473166147,106823,,,10.383237,41551852,388.9785159
Grenada,2000,11,6678.307413,11.05470972,0.0146193321,4840.684064,,1.019257665,,4.063907991,107432,,,8.493010368,57489396,535.1235758
Grenada,2001,11,6512.592364,17.21096056,-0.9463458245,4821.784995,,,,5.128103982,107936,,,7.87371781,89573443,829.8755096
Grenada,2002,11,6718.090015,14.40837482,-0.5961600536,4992.441407,,0.9234116077,,14.75884055,108231,,,10.89653084,77853770,719.3296745
Grenada,2003,11,7319.465525,16.76563559,0.0804227111,5435.151806,,0.8855199814,3.926739931,18.64518218,108740,,,12.13463967,99087992,911.2377414
Grenada,2004,11,7220.547712,21.09239903,0.002248871969,5470.603315,,0.8794275522,,19.57062058,109516,,,7.991377657,1.26E+08,1.15E+03
Grenada,2005,11,8124.412907,11.73318575,0.03416927902,6308.665042,,0.4151222408,,20.48780488,110254,,,7.391312726,81610825,740.2073848
Grenada,2006,11,7748.233206,14.70181856,0.582939986,6295.281172,,0.3910925984,,21.39599117,110988,,,4.988611962,1.03E+08,9.28E+02
Grenada,2007,11,8168.45103,21.77771691,-0.1654606915,6790.63408,,0.3849422932,,22.29,111725,,,7.267924037,1.65E+08,1.48E+03
Grenada,2008,11,8190.647564,17.48575649,0.1072988893,7343.44527,,0.3877225816,,23.18,112478,,,1.558916371,1.44E+08,1.28E+03
Grenada,2009,11,7596.902706,14.09353033,0.2038271347,6810.440318,,0.3922085464,,24.05,113249,,,11.00404266,1.09E+08,9.62E+02
Grenada,2010,11,7505.713231,7.218296426,0.3063638861,6760.974884,,0.5183800459,5.075082302,27,114039,,,10.0470161,55654135,488.02721
Grenada,2011,11,7505.265186,11.03479992,0.8010079868,6775.749278,,0.3601154089,5.485323429,30,114918,,,10.43803745,85923083,747.6903792
Grenada,2012,11,7354.973603,6.227641217,0.8687564237,6900.765076,,0.4926490188,5.072258949,32,115912,,,5.580645485,49813749,429.7548916
Grenada,2013,11,7461.400736,15.47292696,0.716385716,7205.254765,,0.4261743426,,35,116945,,,6.166845617,7.566764,0.00006470361281
Grenada,2014,11,7939.502066,9.186743238,0.7475334014,7726.378262,,0.7745688558,4.477565765,51.6,117972,,,8.346067682,3.844951,0.00003259206422
Grenada,2015,11,8379.621847,15.47318847,1.911890247,8379.621847,,0.7797477245,4.238610268,52.5,118980,,,6.037649233,8.42397,0.00007080156329
Grenada,2016,11,8621.538901,10.30633053,1.567396046,8849.513535,,0.9985922575,,53.3,119966,,,5.836425342,8.663447,0.00007221585282
Grenada,2017,11,8933.108249,13.61645083,0.3119182694,9309.261296,,0.9923737049,3.173799992,54.2,120921,,,6.684312296,4.50448,0.00003725142862
Grenada,2018,11,9252.554034,15.94413496,1.543312195,9574.310271,,0.9686166048,3.559193373,61.4,121838,,,8.599878241,2.212967,0.00001816319211
Grenada,2019,11,9247.898382,17.19145798,2.014404354,9887.920742,,0.9379678965,,69.61219021,122724,,,4.106838563,3.591381,0.00002926388481
Guatemala ,1990,12,2733.861238,0.6235133679,,845.3148767,45.86948547,,,0,9050115,18.98392846,529420000,,,0
Guatemala ,1991,12,2758.67342,0.964264266,,1011.75899,39.52025622,,,0,9296814,15.53924585,664180000,,,0
Guatemala ,1992,12,2817.225627,0.9012735226,,1093.956561,45.36224907,,,0,9544055,20.06921322,1148250000,,,0
Guatemala ,1993,12,2854.127405,1.249998103,0.03058504042,1164.38167,43.77892815,,1.665750027,0,9790619,19.70750528,1133960000,,,0
Guatemala ,1994,12,2896.217769,0.5021861538,0.04190019443,1293.469973,42.3708927,,1.43998003,0,10037522,20.96073587,1206370000,,,0
Guatemala ,1995,12,2965.885979,0.5131212881,-0.1300162004,1424.682543,44.68943034,,1.604799986,0.002998005,10286786,23.20770943,1662410000,,7.52E+07,7.31E+00
Guatemala ,1996,12,2981.115041,0.4905952565,0.05229146768,1487.607658,40.39295296,-1.013414145,1.563699961,0.019534871,10536942,17.66837671,1501600000,,7.69E+07,7.30E+00
Guatemala ,1997,12,3038.707551,3.549179704,3.07475657,1649.001602,41.55195116,,,0.095476021,10788362,15.87887626,1537550000,9.588412693,6.31E+08,5.85E+01
Guatemala ,1998,12,3115.971323,6.941303683,3.472456384,1755.849582,44.42373996,-0.6697198153,,0.466590444,11046215,14.14356925,1685120000,6.448926428,1.35E+09,1.22E+02
Guatemala ,1999,12,3160.073338,5.047380675,4.203421069,1619.510736,46.36050685,,,0.592652945,11311078,12.8402866,1817540000,13.77560364,9.25E+08,8.18E+01
Guatemala ,2000,12,3195.388078,-4.088355547,-5.280230947,1664.307748,49.1455879,-0.7683339119,,0.712332905,11589761,11.61955803,1807320000,13.15317506,-7.90E+08,-6.82E+01
Guatemala ,2001,12,3192.302352,-5.088199966,-7.56319437,1550.361747,70.66903318,,,1.738201782,11871565,10.88394501,1979930000,26.02784521,-9.40E+08,-7.92E+01
Guatemala ,2002,12,3239.560829,-4.974498761,-5.515566215,1682.994501,67.10481152,-0.8342931271,,3.39174627,12147518,10.92964284,2264140000,9.763381368,-1.00E+09,-8.23E+01
Guatemala ,2003,12,3250.834756,0.09032397034,-0.5168644572,1737.879287,67.00233919,-0.7747966051,,4.548854908,12415334,10.99364581,2385000000,10.05740833,1.95E+07,1.57E+00
Guatemala ,2004,12,3282.31464,1.363175707,0.2824751154,1859.099299,70.21487236,-0.8080348372,,5.1,12682108,10.3812754,2428090000,7.344549242,3.21E+08,2.53E+01
Guatemala ,2005,12,3320.157565,2.016175003,0.2606092875,2068.488206,67.10369961,-0.8356181979,,5.7,12948292,15.00299419,3715430000,6.969818057,5.40E+08,4.17E+01
Guatemala ,2006,12,3427.67155,2.135875229,0.2807265569,2251.078784,67.91192374,-0.7352387905,3.032850027,6.5,13213330,9.640752513,2805700000,7.411952972,6.35E+08,4.81E+01
Guatemala ,2007,12,3573.592633,2.559591928,0.4155762033,2490.747828,69.00136431,-0.7534249425,3.088089943,7.3,13477017,8.600152141,2882900000,5.341266302,8.59E+08,6.37E+01
Guatemala ,2008,12,3620.82337,1.899522087,0.02808224747,2802.451582,65.17873052,-0.7139715552,3.236860037,8.3,13739299,7.490062993,2655100000,3.641592342,7.31E+08,5.32E+01
Guatemala ,2009,12,3570.295842,1.346278225,0.02290590432,2651.831744,58.04068697,-0.9256725907,,9.3,14000190,6.960821021,2364459001,9.892832099,5.00E+08,3.57E+01
Guatemala ,2010,12,3606.423482,2.710307068,1.215642218,2852.557593,63.12519257,-0.8529244661,2.848649979,10.5,14259687,6.950454557,2592079997,7.803198652,1.10E+09,7.71E+01
Guatemala ,2011,12,3688.858936,1.87038244,-0.560654439,3228.038278,65.04705104,-0.7441413999,2.968650103,12.3,14521515,6.420417263,2752087750,6.113829832,8.77E+08,6.04E+01
Guatemala ,2012,12,3731.668472,2.822562972,0.3500119506,3355.034777,61.95941934,-0.6338201761,3.005249977,16,14781942,5.564572629,2541967070,9.778618455,1.40E+09,9.47E+01
Guatemala ,2013,12,3802.146352,2.872161451,0.138282423,3522.767429,56.68522075,-0.6741562486,2.888089895,19.7,15043981,4.50003692,2204897231,9.906354068,7.52E+10,5.00E+03
Guatemala ,2014,12,3903.051966,2.433021427,0.03424726471,3779.626205,55.08327928,-0.6555635333,2.985620022,23.4,15306316,4.234976091,2281283231,10.60955538,8.77E+10,5.73E+03
Guatemala ,2015,12,3994.629085,1.935088006,0.2496749886,3994.629085,49.89345332,-0.6544378996,3.030329943,28.80594156,15567419,4.400989483,2406900474,10.75584871,6.47E+10,4.16E+03
